sentence	sentence #	word	tag
sentence203		by	O
sentence203		ONE	B-notice
sentence203		month	I-notice
sentence203		notice	O
sentence203		on	O
sentence203		either	O
sentence203		side	O
sentence204	sentence204	The	O
sentence204		sad	O
sentence204		flat	O
sentence204		will	O
sentence204		be	O
sentence204		used	O
sentence204		only	O
sentence204		for	O
sentence204		Business	O
sentence204		purpose	O
sentence204		and	O
sentence204		it	O
sentence204		will	O
sentence204		be	O
sentence204		in	O
sentence204		a	O
sentence204		proper	O
sentence204		Tenantable	O
sentence204		Condition	O
sentence205	sentence205	The	O
sentence205		said	O
sentence205		Flat	O
sentence205		shall	O
sentence205		keep	O
sentence205		the	O
sentence205		premises	O
sentence205		with	O
sentence205		all	O
sentence205		fixtures	O
sentence205		Electrical	O
sentence205		installations	O
sentence205		etc	O
sentence205		In	O
sentence205		condition	O
sentence205		as	O
sentence205		it	O
sentence205		is	O
sentence205		let	O
sentence205		subject	O
sentence205		to	O
sentence205		reasonable	O
sentence205		wear	O
sentence205		tear	O
sentence206	sentence206	That	O
sentence206		the	O
sentence206		tenant	O
sentence206		herein	O
sentence206		shall	O
sentence206		not	O
sentence206		store	O
sentence206		any	O
sentence206		dangerous	O
sentence206		or	O
sentence206		highly	O
sentence206		inflammable	O
sentence206		material	O
sentence206		in	O
sentence206		the	O
sentence206		demised	O
sentence206		premises	O
sentence206		at	O
sentence206		any	O
sentence206		time	O
sentence207	sentence207	At	O
sentence207		all	O
sentence207		times	O
sentence207		during	O
sentence207		the	O
sentence207		term	O
sentence207		of	O
sentence207		tenancy	O
sentence207		to	O
sentence207		keep	O
sentence207		and	O
sentence207		maintain	O
sentence207		the	O
sentence207		premises	O
sentence207		clean	O
sentence207		Tidy	O
sentence207		Healthy	O
sentence207		in	O
sentence207		and	O
sentence207		watertight	O
sentence207		in	O
sentence207		all	O
sentence207		seasons	O
sentence207		and	O
sentence207		further	O
sentence207		in	O
sentence207		good	O
sentence207		and	O
sentence207		substantial	O
sentence207		repair	O
sentence207		reasonable	O
sentence207		wear	O
sentence207		tear	O
sentence207		expected	O
sentence208	sentence208	The	O
sentence208		terms	O
sentence208		and	O
sentence208		conditions	O
sentence208		arrived	O
sentence208		at	O
sentence208		above	O
sentence208		by	O
sentence208		both	O
sentence208		the	O
sentence208		parties	O
sentence208		are	O
sentence208		with	O
sentence208		their	O
sentence208		own	O
sentence208		free	O
sentence208		will	O
sentence208		and	O
sentence208		consent	O
sentence208		and	O
sentence208		without	O
sentence208		any	O
sentence208		coercion	O
sentence208		or	O
sentence208		dues	O
sentence208		from	O
sentence208		anybody	O
sentence209	sentence209	WITNESSES	O
sentence209		tOWNER	O
sentence210	sentence210	l	O
sentence211	sentence211	TENANT	O
sentence212	sentence212	RENTAL	O
sentence212		AGREEMENT	O
sentence213	sentence213	This	O
sentence213		Agreement	O
sentence213		of	O
sentence213		Tenancy	O
sentence213		is	O
sentence213		made	O
sentence213		and	O
sentence213		executed	O
sentence213		at	O
sentence213		Bangalore	O
sentence213		on	O
sentence213		this	O
sentence213		the	O
sentence213		1st	O
sentence213		day	O
sentence213		of	O
sentence213		February	O
sentence213		2008	O
sentence213		by	O
sentence213		and	O
sentence213		between	O
sentence214	sentence214	Mr	B-partyone
sentence214		T	I-partyone
sentence214		RADHA	I-partyone
sentence214		KRISHNAN	I-partyone
sentence215	sentence215	No	O
sentence215		57	O
sentence215		1st	O
sentence215		floor	O
sentence215		xe2	O
sentence215		x80	O
sentence215		x99	O
sentence215		xe2	O
sentence215		x80	O
sentence215		x99Hemalaya	O
sentence215		xe2	O
sentence215		x80	O
sentence215		x9d	O
sentence215		Golf	O
sentence215		view	O
sentence215		layout	O
sentence215		Murugeshpalya	O
sentence215		Bangalore	O
sentence215		17	O
sentence216	sentence216	Hereinafter	O
sentence216		referred	O
sentence216		to	O
sentence216		as	O
sentence216		the	O
sentence216		OWNER	O
sentence216		of	O
sentence216		the	O
sentence216		one	O
sentence216		part	O
sentence216		and	O
sentence217	sentence217	Mr	B-partytwo
sentence217		AIilllJIT	I-partytwo
sentence217		BHARADWAJ	I-partytwo
sentence218	sentence218	C	O
sentence218		oS	O
sentence218		R	O
sentence218		S	O
sentence218		Sharath	O
sentence218		No	O
sentence218		401	O
sentence219	sentence219	Shri	O
sentence219		ram	O
sentence219		shankari	O
sentence219		Apt	O
sentence219		Banashankari	O
sentence220	sentence220	3rd	O
sentence220		stage	O
sentence220		Kathiguppe	O
sentence220		Bangalore	O
sentence220		85	O
sentence221	sentence221	Ph	O
sentence221		80	O
sentence221		26727961	O
sentence222	sentence222	Mobile	O
sentence222		9886463146	O
sentence223	sentence223	Working	O
sentence223		for	O
sentence223		i2	O
sentence223		Technologies	O
sentence223		India	O
sentence223		Pvt	O
sentence223		Ltd	O
sentence223		132	O
sentence223		133	O
sentence223		Divya	O
sentence223		sree	O
sentence223		Technopolis	O
sentence223		Yamalur	O
sentence223		post	O
sentence223		off	O
sentence223		airport	O
sentence223		Road	O
sentence223		Bangalore	O
sentence223		37	O
sentence224	sentence224	Hereinafter	O
sentence224		referred	O
sentence224		to	O
sentence224		as	O
sentence224		the	O
sentence224		TENANT	O
sentence224		of	O
sentence224		the	O
sentence224		Other	O
sentence224		Part	O
sentence225	sentence225	Consideration	O
sentence225		of	O
sentence225		the	O
sentence225		rent	O
sentence225		hereinafter	O
sentence225		reserved	O
sentence225		and	O
sentence225		the	O
sentence225		conditions	O
sentence225		hereinafter	O
sentence225		stated	O
sentence226	sentence226	NOW	O
sentence226		THIS	O
sentence226		AGREEMENT	O
sentence226		WITNESSETH	O
sentence226		AS	O
sentence226		FOLLOWS	O
sentence227	sentence227	The	O
sentence227		tenant	O
sentence227		shall	O
sentence227		pay	O
sentence227		a	O
sentence227		monthly	O
sentence227		rent	O
sentence227		of	O
sentence227		Rs	O
sentence227		3	O
sentence227		500	O
sentence227		Rupees	O
sentence227		Three	O
sentence227		Thousand	O
sentence227		Five	O
sentence227		Hundred	O
sentence227		Only	O
sentence227		on	O
sentence227		or	O
sentence227		before	O
sentence227		5th	O
sentence227		of	O
sentence227		every	O
sentence227		month	O
sentence227		Including	O
sentence227		Maintenance	O
sentence227		charges	O
sentence227		water	O
sentence227		Electricity	O
sentence228	sentence228	The	O
sentence228		tenant	O
sentence228		has	O
sentence228		deposited	O
sentence228		with	O
sentence228		owner	O
sentence228		Rs	O
sentence228		20	O
sentence228		0	O
sentence228		Rupees	B-value
sentence228		Twenty	I-value
sentence228		Thousand	I-value
sentence228		Only	O
sentence228		by	O
sentence228		way	O
sentence228		of	O
sentence228		Cash	O
sentence228		as	O
sentence228		advance	O
sentence228		and	O
sentence228		security	O
sentence228		deposit	O
sentence228		which	O
sentence228		sum	O
sentence228		the	O
sentence228		owner	O
sentence228		hereby	O
sentence228		acknowledges	O
sentence228		The	O
sentence228		said	O
sentence228		sum	O
sentence228		shall	O
sentence228		carry	O
sentence228		no	O
sentence228		interest	O
sentence228		but	O
sentence228		refundable	O
sentence228		to	O
sentence228		the	O
sentence228		tenant	O
sentence228		on	O
sentence228		the	O
sentence228		termination	O
sentence228		of	O
sentence228		the	O
sentence228		tenancy	O
sentence229	sentence229	The	O
sentence229		tenancy	O
sentence229		shall	O
sentence229		be	O
sentence229		in	O
sentence229		force	O
sentence229		for	O
sentence229		a	O
sentence229		period	O
sentence229		of	O
sentence229		Eleven	B-end
sentence229		Months	B-end
sentence229		commencing	O
sentence229		from	O
sentence229		1st	B-startdate
sentence229		day	I-startdate
sentence229		of	I-startdate
sentence229		February	I-startdate
sentence229		2008	I-startdate
sentence229		and	O
sentence229		the	O
sentence229		month	O
sentence229		of	O
sentence229		tenancy	O
sentence229		being	O
sentence229		the	O
sentence229		English	O
sentence229		calendar	O
sentence229		month	O
sentence230	sentence230	The	O
sentence230		owner	O
sentence230		shall	O
sentence230		have	O
sentence230		the	O
sentence230		right	O
sentence230		to	O
sentence230		terminate	O
sentence230		the	O
sentence230		tenancy	O
sentence230		if	O
sentence230		the	O
sentence230		tenant	O
sentence230		fails	O
sentence230		to	O
sentence230		pay	O
sentence230		the	O
sentence230		rents	O
sentence230		regularly	O
sentence230		for	O
sentence230		a	O
sentence230		consecutive	O
sentence230		period	O
sentence230		of	O
sentence230		three	O
sentence230		months	O
sentence230		commits	O
sentence230		breach	O
sentence230		of	O
sentence230		any	O
sentence230		of	O
sentence230		the	O
sentence230		terms	O
sentence230		herein	O
sentence230		and	O
sentence230		take	O
sentence230		possession	O
sentence230		of	O
sentence230		the	O
sentence230		residence	O
sentence231	sentence231	The	O
sentence231		tenant	O
sentence231		shall	O
sentence231		use	O
sentence231		the	O
sentence231		premises	O
sentence231		only	O
sentence231		for	O
sentence231		Residential	O
sentence231		purpose	O
sentence231		and	O
sentence231		shall	O
sentence231		not	O
sentence231		use	O
sentence231		it	O
sentence231		for	O
sentence231		any	O
sentence231		offensive	O
sentence231		or	O
sentence231		objectionable	O
sentence231		purpose	O
sentence231		and	O
sentence231		shall	O
sentence231		not	O
sentence231		without	O
sentence231		the	O
sentence231		written	O
sentence231		consent	O
sentence231		of	O
sentence231		the	O
sentence231		owner	O
sentence231		sublet	O
sentence231		under	O
sentence231		lease	O
sentence231		or	O
sentence231		part	O
sentence231		with	O
sentence231		the	O
sentence231		possession	O
sentence231		of	O
sentence231		the	O
sentence231		premises	O
sentence231		any	O
sentence231		whosoever	O
sentence231		or	O
sentence231		make	O
sentence231		any	O
sentence231		alterations	O
sentence231		therein	O
sentence231		He	O
sentence231		shall	O
sentence231		return	O
sentence231		possession	O
sentence231		of	O
sentence231		the	O
sentence231		house	O
sentence231		in	O
sentence231		as	O
sentence231		such	O
sentence231		condition	O
sentence231		as	O
sentence231		it	O
sentence231		was	O
sentence231		let	O
sentence231		out	O
sentence231		to	O
sentence231		him	O
sentence231		save	O
sentence231		normal	O
sentence231		wear	O
sentence231		and	O
sentence231		tear	O
sentence231		and	O
sentence231		shall	O
sentence231		allow	O
sentence231		the	O
sentence231		owner	O
sentence231		or	O
sentence231		his	O
sentence231		authorized	O
sentence231		agent	O
sentence231		to	O
sentence231		inspect	O
sentence231		the	O
sentence231		house	O
sentence231		at	O
sentence231		all	O
sentence231		reasonable	O
sentence231		times	O
sentence231		but	O
sentence231		with	O
sentence231		prior	O
sentence231		intimation	O
sentence232	sentence232	The	O
sentence232		owner	O
sentence232		shall	O
sentence232		allow	O
sentence232		the	O
sentence232		tenant	O
sentence232		peaceful	O
sentence232		possession	O
sentence232		and	O
sentence232		enjoyment	O
sentence232		of	O
sentence232		the	O
sentence232		premises	O
sentence232		during	O
sentence232		the	O
sentence232		continuance	O
sentence232		of	O
sentence232		the	O
sentence232		tenancy	O
sentence232		provided	O
sentence232		the	O
sentence232		tenant	O
sentence232		acts	O
sentence232		up	O
sentence232		to	O
sentence232		the	O
sentence232		terms	O
sentence232		of	O
sentence232		this	O
sentence232		agreement	O
sentence233	sentence233	The	O
sentence233		owner	O
sentence233		shall	O
sentence233		pay	O
sentence233		property	O
sentence233		taxes	O
sentence234	sentence234	The	O
sentence234		tenancy	O
sentence234		may	O
sentence234		be	O
sentence234		renewed	O
sentence234		for	O
sentence234		further	O
sentence234		period	O
sentence234		s	O
sentence234		mutually	O
sentence234		agrees	O
sentence234		between	O
sentence234		the	O
sentence234		parties	O
sentence234		on	O
sentence234		the	O
sentence234		terms	O
sentence234		and	O
sentence234		conditions	O
sentence234		to	O
sentence234		be	O
sentence234		specified	O
sentence234		at	O
sentence234		the	O
sentence234		time	O
sentence235	sentence235	It	O
sentence235		is	O
sentence235		hereby	O
sentence235		agreed	O
sentence235		that	O
sentence235		One	B-notice
sentence235		month	I-notice
sentence235		notice	O
sentence235		on	O
sentence235		either	O
sentence235		side	O
sentence235		is	O
sentence235		required	O
sentence235		for	O
sentence235		the	O
sentence235		termination	O
sentence235		of	O
sentence235		the	O
sentence235		tenancy	O
sentence236	sentence236	The	O
sentence236		tenant	O
sentence236		shall	O
sentence236		not	O
sentence236		cause	O
sentence236		any	O
sentence236		damage	O
sentence236		to	O
sentence236		fixed	O
sentence236		fixtures	O
sentence236		and	O
sentence236		fittings	O
sentence236		of	O
sentence236		the	O
sentence236		above	O
sentence236		said	O
sentence236		property	O
sentence236		the	O
sentence236		tenant	O
sentence236		should	O
sentence236		return	O
sentence236		back	O
sentence236		the	O
sentence236		premises	O
sentence236		in	O
sentence236		good	O
sentence236		condition	O
sentence236		as	O
sentence236		it	O
sentence236		let	O
sentence236		out	O
sentence236		any	O
sentence236		damages	O
sentence236		caused	O
sentence236		owner	O
sentence236		have	O
sentence236		right	O
sentence236		to	O
sentence236		deduct	O
sentence236		the	O
sentence236		amount	O
sentence237	sentence237	After	O
sentence237		the	O
sentence237		expiry	O
sentence237		of	O
sentence237		11	B-end
sentence237		months	I-end
sentence237		the	O
sentence237		tenant	O
sentence237		is	O
sentence237		herein	O
sentence237		agreed	O
sentence237		to	O
sentence237		pay	O
sentence237		5	O
sentence237		of	O
sentence237		enhancement	O
sentence237		of	O
sentence237		the	O
sentence237		existing	O
sentence237		rent	O
sentence238	sentence238	SCI	O
sentence238		I	O
sentence238		I	O
sentence238		I	O
sentence238		I	O
sentence238		I	O
sentence239	sentence239	The	O
sentence239		premises	O
sentence239		at	O
sentence239		No	O
sentence239		57	O
sentence239		2nd	O
sentence239		floor	O
sentence239		xe2	O
sentence239		x80	O
sentence239		x99	O
sentence239		xe2	O
sentence239		x80	O
sentence239		x99Hemalaya	O
sentence239		xe2	O
sentence239		x80	O
sentence239		x9d	O
sentence239		Golf	O
sentence239		view	O
sentence239		layout	O
sentence239		Murugeshpalya	O
sentence239		Bangalore	O
sentence239		17	O
sentence240	sentence240	Premises	O
sentence240		Consist	O
sentence240		of	O
sentence240		Single	O
sentence240		room	O
sentence240		Attached	O
sentence240		Bathroom	O
sentence240		Toilet	O
sentence240		two	O
sentence240		wheeler	O
sentence240		parking	O
sentence240		having	O
sentence240		a	O
sentence240		super	O
sentence240		built	O
sentence240		up	O
sentence240		area	O
sentence240		of	O
sentence240		tsq	O
sentence240		ft	O
sentence241	sentence241	Fittings	O
sentence241		Fan	O
sentence241		1	O
sentence241		Nos	O
sentence241		Tube	O
sentence241		lights	O
sentence241		1	O
sentence241		Nos	O
sentence241		Bulps	O
sentence241		2	O
sentence241		Nos	O
sentence242	sentence242	IN	O
sentence242		WITNESS	O
sentence242		WHEREOF	O
sentence242		the	O
sentence242		parties	O
sentence242		have	O
sentence242		set	O
sentence242		their	O
sentence242		respective	O
sentence242		hand	O
sentence242		unto	O
sentence242		this	O
sentence242		agreement	O
sentence242		the	O
sentence242		day	O
sentence242		month	O
sentence242		year	O
sentence242		first	O
sentence242		above	O
sentence242		written	O
sentence243	sentence243	WITNESS	O
sentence244	sentence244	1	O
sentence244		Jagdish	O
sentence245	sentence245	Bangalore	O
sentence245		Homes	O
sentence246	sentence246	No	O
sentence246		5	O
sentence246		RifcoSanthosh	O
sentence246		Apartments	O
sentence246		t	O
sentence246		OWNER	O
sentence247	sentence247	NAL	O
sentence247		Road	O
sentence247		Murugeshpalya	O
sentence247		Bangalore	O
sentence247		560017	O
sentence248	sentence248	PH	O
sentence248		9844495539	O
sentence248		9845444484	O
sentence249	sentence249	2	O
sentence249		Babu	O
sentence250	sentence250	9448030266	O
sentence251	sentence251	TENANT	O
sentence252	sentence252	THIS	O
sentence252		RENTAL	O
sentence252		AGREEMENT	O
sentence252		is	O
sentence252		made	O
sentence252		on	O
sentence252		this	O
sentence252		the	O
sentence252		March	O
sentence252		22nd	O
sentence252		day	O
sentence252		2013	O
sentence252		TWO	O
sentence252		THOUSAND	O
sentence252		Thirteen	O
sentence252		at	O
sentence252		Chennai	O
sentence253	sentence253	BETWEEN	O
sentence254	sentence254	Mr	B-partyone
sentence254		Kamal	I-partyone
sentence254		aged	O
sentence254		about	O
sentence254		32	O
sentence254		years	O
sentence254		son	O
sentence254		of	O
sentence254		Appar	O
sentence254		Sundar	O
sentence254		residing	O
sentence254		at	O
sentence254		Pursawalkam	O
sentence254		Kosapt	O
sentence254		Chennai	O
sentence254		12	O
sentence254		hereinafter	O
sentence254		called	O
sentence254		the	O
sentence254		LESSOR	O
sentence254		which	O
sentence254		term	O
sentence254		shall	O
sentence254		mean	O
sentence254		and	O
sentence254		include	O
sentence254		whatever	O
sentence254		the	O
sentence254		context	O
sentence254		so	O
sentence254		admits	O
sentence254		and	O
sentence254		permits	O
sentence254		his	O
sentence254		legal	O
sentence254		heirs	O
sentence254		legal	O
sentence254		representative	O
sentence254		executors	O
sentence254		administrators	O
sentence254		and	O
sentence254		assigns	O
sentence254		of	O
sentence254		ONE	O
sentence254		PART	O
sentence254		and	O
sentence254		represented	O
sentence254		by	O
sentence254		his	O
sentence254		father	O
sentence254		mother	O
sentence254		POA	O
sentence254		agent	O
sentence254		in	O
sentence254		case	O
sentence254		of	O
sentence254		power	O
sentence254		of	O
sentence254		attorney	O
sentence254		Appar	O
sentence254		aged	O
sentence254		about	O
sentence254		62	O
sentence254		years	O
sentence254		residing	O
sentence254		at	O
sentence254		Pursawalkam	O
sentence254		Chennai	O
sentence254		xe2	O
sentence254		x80	O
sentence254		x94	O
sentence254		600	O
sentence254		12	O
sentence254		as	O
sentence254		agent	O
sentence254		as	O
sentence254		per	O
sentence254		adjudicated	O
sentence254		power	O
sentence254		of	O
sentence254		attorney	O
sentence254		dated	O
sentence254		22	O
sentence254		3	O
sentence254		13	O
sentence255	sentence255	AND	O
sentence256	sentence256	Mr	B-partytwo
sentence256		V	I-partytwo
sentence256		Arun	I-partytwo
sentence256		Kumar	I-partytwo
sentence256		S	O
sentence256		O	O
sentence256		of	O
sentence256		Mr	O
sentence256		Veda	O
sentence256		Chalam	O
sentence256		hereinafter	O
sentence256		called	O
sentence256		the	O
sentence256		LESSEE	O
sentence256		which	O
sentence256		term	O
sentence256		shall	O
sentence256		mean	O
sentence256		and	O
sentence256		include	O
sentence256		whatever	O
sentence256		the	O
sentence256		context	O
sentence256		so	O
sentence256		admits	O
sentence256		and	O
sentence256		permits	O
sentence256		his	O
sentence256		legal	O
sentence256		heirs	O
sentence256		legal	O
sentence256		representative	O
sentence256		executors	O
sentence256		administrators	O
sentence256		and	O
sentence256		assigns	O
sentence256		of	O
sentence256		OTHER	O
sentence256		PART	O
sentence257	sentence257	WHEREAS	O
sentence257		the	O
sentence257		LESSOR	O
sentence257		herein	O
sentence257		is	O
sentence257		the	O
sentence257		sole	O
sentence257		and	O
sentence257		absolute	O
sentence257		owner	O
sentence257		of	O
sentence257		all	O
sentence257		that	O
sentence257		piece	O
sentence257		and	O
sentence257		parcel	O
sentence257		of	O
sentence257		the	O
sentence257		residential	O
sentence257		flat	O
sentence257		Old	O
sentence257		No	O
sentence257		97	O
sentence257		Kanda	O
sentence257		Swamy	O
sentence257		Koil	O
sentence257		street	O
sentence257		Kosapet	O
sentence257		Pursawalkam	O
sentence257		Chennai	O
sentence257		600012	O
sentence257		and	O
sentence257		more	O
sentence257		particularly	O
sentence257		described	O
sentence257		in	O
sentence257		the	O
sentence257		SCHEDULE	O
sentence257		hereunder	O
sentence258	sentence258	AND	O
sentence258		WHEREAS	O
sentence258		THE	O
sentence258		LESSEE	O
sentence258		has	O
sentence258		approached	O
sentence258		the	O
sentence258		LESSOR	O
sentence258		to	O
sentence258		demise	O
sentence258		the	O
sentence258		SCHEULE	O
sentence258		mentioned	O
sentence258		FLAT	O
sentence258		on	O
sentence258		Monthly	O
sentence258		rental	O
sentence258		basis	O
sentence258		for	O
sentence258		Residential	O
sentence258		purpose	O
sentence258		for	O
sentence258		a	O
sentence258		period	O
sentence258		of	O
sentence258		12	B-end
sentence258		months	I-end
sentence258		on	O
sentence258		the	O
sentence258		terms	O
sentence258		and	O
sentence258		conditions	O
sentence258		hereinafter	O
sentence258		mentioned	O
sentence258		and	O
sentence258		the	O
sentence258		LESSOR	O
sentence258		has	O
sentence258		also	O
sentence258		herby	O
sentence258		agreed	O
sentence258		to	O
sentence258		demise	O
sentence258		the	O
sentence258		SCHEDULE	O
sentence258		mentioned	O
sentence258		FLAT	O
sentence258		to	O
sentence258		the	O
sentence258		LESSEE	O
sentence258		on	O
sentence258		a	O
sentence258		monthly	O
sentence258		rental	O
sentence258		on	O
sentence258		the	O
sentence258		following	O
sentence258		terms	O
sentence258		and	O
sentence258		condition	O
sentence259	sentence259	NOW	O
sentence259		THIS	O
sentence259		LEASE	O
sentence259		AGREEMENT	O
sentence259		WITNESSTH	O
sentence259		AS	O
sentence259		FOLLOWS	O
sentence260	sentence260	The	O
sentence260		Lease	O
sentence260		shall	O
sentence260		be	O
sentence260		initially	O
sentence260		for	O
sentence260		a	O
sentence260		period	O
sentence260		of	O
sentence260		12	B-end
sentence260		months	I-end
sentence260		commencing	O
sentence260		from	O
sentence260		23	B-startdate
sentence260		3	I-startdate
sentence260		13	I-startdate
sentence260		and	O
sentence261	sentence261	shall	O
sentence261		expire	O
sentence261		on	O
sentence261		the	O
sentence261		23	B-enddate
sentence261		3	I-enddate
sentence261		14	I-enddate
sentence261		upon	O
sentence261		completion	O
sentence261		of	O
sentence261		12	O
sentence261		months	O
sentence262	sentence262	The	O
sentence262		Lease	O
sentence262		is	O
sentence262		strictly	O
sentence262		for	O
sentence262		Residential	O
sentence262		purpose	O
sentence262		to	O
sentence262		accommodate	O
sentence262		the	O
sentence262		occupier	O
sentence262		of	O
sentence262		the	O
sentence262		LESSEE	O
sentence262		The	O
sentence262		Lease	O
sentence262		is	O
sentence262		according	O
sentence262		to	O
sentence262		the	O
sentence262		English	O
sentence262		Calendar	O
sentence262		Month	O
sentence263	sentence263	The	O
sentence263		LESSEE	O
sentence263		has	O
sentence263		agreed	O
sentence263		to	O
sentence263		pay	O
sentence263		the	O
sentence263		Monthly	O
sentence263		Amenity	O
sentence263		charges	O
sentence263		on	O
sentence263		or	O
sentence263		before	O
sentence263		5th	O
sentence263		day	O
sentence263		of	O
sentence263		the	O
sentence263		every	O
sentence263		succeeding	O
sentence263		month	O
sentence263		for	O
sentence263		the	O
sentence263		demised	O
sentence263		property	O
sentence263		more	O
sentence263		fully	O
sentence263		described	O
sentence263		in	O
sentence263		the	O
sentence263		SCHEDULE	O
sentence263		hereunder	O
sentence263		in	O
sentence263		the	O
sentence263		following	O
sentence263		manner	O
sentence264	sentence264	Rs	O
sentence264		15000	O
sentence264		0	O
sentence264		per	O
sentence264		month	O
sentence264		Rupees	O
sentence264		Twelve	O
sentence264		Thousand	O
sentence264		only	O
sentence264		towards	O
sentence264		Rent	O
sentence265	sentence265	Rs	B-value
sentence265		100000	I-value
sentence265		Rupees	B-value
sentence265		One	I-value
sentence265		lakh	I-value
sentence265		only	O
sentence265		as	O
sentence265		one	O
sentence265		time	O
sentence265		interest	O
sentence265		free	O
sentence265		deposit	O
sentence265		to	O
sentence265		be	O
sentence265		paid	O
sentence265		by	O
sentence265		the	O
sentence265		LESSEE	O
sentence265		at	O
sentence265		the	O
sentence265		time	O
sentence265		of	O
sentence265		taking	O
sentence265		possession	O
sentence265		of	O
sentence265		the	O
sentence265		premises	O
sentence265		and	O
sentence265		refunded	O
sentence265		by	O
sentence265		the	O
sentence265		LESSOR	O
sentence265		at	O
sentence265		the	O
sentence265		time	O
sentence265		of	O
sentence265		receiving	O
sentence265		vacant	O
sentence265		possession	O
sentence265		of	O
sentence265		the	O
sentence265		premises	O
sentence265		Refer	O
sentence265		Point	O
sentence265		16	O
sentence265		for	O
sentence265		details	O
sentence266	sentence266	Apart	O
sentence266		from	O
sentence266		the	O
sentence266		monthly	O
sentence266		rent	O
sentence266		the	O
sentence266		LESSEE	O
sentence266		shall	O
sentence266		pay	O
sentence266		Maintenance	O
sentence266		Charges	O
sentence266		Rs	O
sentence266		1000	O
sentence266		per	O
sentence266		month	O
sentence266		directly	O
sentence266		paid	O
sentence266		to	O
sentence266		Mr	O
sentence266		Kamal	O
sentence266		Electricity	O
sentence266		Consumption	O
sentence266		charges	O
sentence266		At	O
sentence266		actuals	O
sentence266		and	O
sentence266		Water	O
sentence266		Charges	O
sentence266		Rs	O
sentence266		500	O
sentence266		month	O
sentence266		if	O
sentence266		any	O
sentence266		to	O
sentence266		the	O
sentence266		authorities	O
sentence266		concerned	O
sentence266		The	O
sentence266		Maintenance	O
sentence266		charge	O
sentence266		relates	O
sentence266		to	O
sentence266		charges	O
sentence266		and	O
sentence266		expenses	O
sentence266		incurred	O
sentence266		for	O
sentence266		the	O
sentence266		maintenance	O
sentence266		of	O
sentence266		the	O
sentence266		premises	O
sentence266		such	O
sentence266		as	O
sentence266		maintenance	O
sentence266		of	O
sentence266		common	O
sentence266		area	O
sentence266		electricity	O
sentence266		charges	O
sentence266		relating	O
sentence266		to	O
sentence266		common	O
sentence266		area	O
sentence266		and	O
sentence266		salaries	O
sentence266		paid	O
sentence266		to	O
sentence266		the	O
sentence266		servants	O
sentence266		for	O
sentence266		the	O
sentence266		maintenance	O
sentence266		of	O
sentence266		the	O
sentence266		Building	O
sentence267	sentence267	That	O
sentence267		the	O
sentence267		LESSOR	O
sentence267		shall	O
sentence267		have	O
sentence267		full	O
sentence267		control	O
sentence267		over	O
sentence267		the	O
sentence267		supervision	O
sentence267		and	O
sentence267		management	O
sentence267		in	O
sentence267		respect	O
sentence267		of	O
sentence267		the	O
sentence267		said	O
sentence267		flat	O
sentence267		and	O
sentence267		the	O
sentence267		LESSEE	O
sentence267		shall	O
sentence267		not	O
sentence267		in	O
sentence267		any	O
sentence267		way	O
sentence267		interfere	O
sentence267		with	O
sentence267		the	O
sentence267		LESSOR	O
sentence267		S	O
sentence267		right	O
sentence267		of	O
sentence267		maintenance	O
sentence267		nor	O
sentence267		the	O
sentence267		LESSOR	O
sentence267		interfere	O
sentence267		with	O
sentence267		the	O
sentence267		LESSEE	O
sentence267		S	O
sentence267		rights	O
sentence267		of	O
sentence267		quiet	O
sentence267		peaceful	O
sentence267		undisturbed	O
sentence267		tenancy	O
sentence267		occupation	O
sentence268	sentence268	The	O
sentence268		LESSEE	O
sentence268		should	O
sentence268		keep	O
sentence268		the	O
sentence268		demised	O
sentence268		premises	O
sentence268		in	O
sentence268		good	O
sentence268		and	O
sentence268		tenantable	O
sentence268		condition	O
sentence268		as	O
sentence268		any	O
sentence268		prudent	O
sentence268		person	O
sentence268		would	O
sentence268		do	O
sentence268		with	O
sentence268		his	O
sentence268		her	O
sentence268		property	O
sentence269	sentence269	The	O
sentence269		LESSEE	O
sentence269		shall	O
sentence269		not	O
sentence269		use	O
sentence269		the	O
sentence269		demised	O
sentence269		premises	O
sentence269		for	O
sentence269		any	O
sentence269		purpose	O
sentence269		other	O
sentence269		than	O
sentence269		for	O
sentence269		which	O
sentence269		it	O
sentence269		was	O
sentence269		let	O
sentence269		out	O
sentence269		nor	O
sentence269		shall	O
sentence269		sub	O
sentence269		let	O
sentence269		or	O
sentence269		sub	O
sentence269		lease	O
sentence269		the	O
sentence269		portion	O
sentence269		let	O
sentence269		out	O
sentence269		to	O
sentence269		him	O
sentence269		to	O
sentence269		any	O
sentence269		third	O
sentence269		party	O
sentence270	sentence270	The	O
sentence270		LESSEE	O
sentence270		shall	O
sentence270		not	O
sentence270		commit	O
sentence270		default	O
sentence270		in	O
sentence270		the	O
sentence270		payment	O
sentence270		of	O
sentence270		rents	O
sentence270		and	O
sentence270		if	O
sentence270		the	O
sentence270		LESSEE	O
sentence270		fails	O
sentence270		to	O
sentence270		pay	O
sentence270		the	O
sentence270		monthly	O
sentence270		rent	O
sentence270		within	O
sentence270		the	O
sentence270		stipulated	O
sentence270		time	O
sentence270		for	O
sentence270		two	O
sentence270		consecutive	O
sentence270		months	O
sentence270		the	O
sentence271	sentence271	lease	O
sentence271		shall	O
sentence271		stand	O
